category,owner,risk,next_action,count,severity,source,first_path,first_line,last_path,last_line,signature
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214383,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214383,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_cpc from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214381,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214381,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_crwt from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214382,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214382,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_crwt_active from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214385,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214385,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_es from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214386,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214386,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_pv from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214379,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214379,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_shadowforge from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214388,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214388,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_sous from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214380,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214380,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shadowgate_st from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214408,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214408,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_sharasdal_tw from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214361,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214361,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_shivkonian_implant from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214396,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214396,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_sithlightsaber from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214404,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214404,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_the_road_to_rejuvenation from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214365,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214365,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_three_londor from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214363,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214363,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_tma_core from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214413,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214413,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_uf from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214412,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214412,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_united_fleet from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214415,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214415,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_wg_fm from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214414,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214414,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_wg_god from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214418,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214418,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_wg_psionic_gem from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214409,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214409,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference r_xh_boss from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,224256,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,224256,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference rare_crystals from database common/scripted_effects/rer_scripted_effects.txt
esc_deferred_refs,Extra Ship Components NEXT or ship-size dependency,Deferred key-reference failure for ship/component surfaces,Treat direct ESC component-template and ship-stack handling as research gated.,1,error,parser_deferred_database_objects.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214366,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,214366,parser_deferred_database_objects.cpp:<line>: Failed to deferred read key reference relic_gf_ruin_civil_1 from database common/scripted_triggers/gpm_relics_scripted_triggers.txt
